trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
128,False,"{'a': 0.7, 'e': 0.27803730045319414}",25,18,12.563019939523087,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.7, 'e': 0.27527078308975234}",25,0,-45.202884836195246,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
130,False,"{'a': 0.7, 'e': 0.2725317930340126}",30,0,-56.0582269493433,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
131,False,"{'a': 0.7, 'e': 0.2698200563846868}",25,12,-64.6889978431613,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 1}",1
132,False,"{'a': 0.7, 'e': 0.26713530196585034}",30,18,22.983121436052222,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.7, 'e': 0.26447726129982396}",20,16,6.849806620050104,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.7, 'e': 0.261845668580326}",30,0,-56.57287645937212,"{0: 24, 1: 3, 2: 1, 3: 1, 4: 1}",0
135,False,"{'a': 0.7, 'e': 0.2592402606458915}",20,0,-74.18514709114014,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
136,False,"{'a': 0.7, 'e': 0.2566607769535559}",25,0,21.675752799528293,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
137,False,"{'a': 0.7, 'e': 0.25410695955280027}",20,11,5.1872646293297695,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.7, 'e': 0.25157855305975646}",20,13,12.571649319376956,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.7, 'e': 0.24907530463166816}",20,9,21.063159323729106,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.7, 'e': 0.24659696394160643}",20,0,-57.29889405218019,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
141,False,"{'a': 0.7, 'e': 0.2441432831534371}",30,14,-52.73630333092893,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
142,False,"{'a': 0.7, 'e': 0.24171401689703645}",20,0,-35.66299910368183,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
143,False,"{'a': 0.7, 'e': 0.23930892224375455}",20,0,7.454610482572258,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
144,False,"{'a': 0.7, 'e': 0.23692775868212176}",20,12,15.702892773497823,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.7, 'e': 0.23457028809379765}",25,16,15.734054172622844,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.7, 'e': 0.23223627472975883}",25,19,8.70204508339949,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.7, 'e': 0.22992548518672384}",20,0,-21.922263025826645,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
148,False,"{'a': 0.7, 'e': 0.22763768838381274}",20,14,7.71074677799354,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.7, 'e': 0.22537265553943872}",20,0,-29.434061383113313,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
150,False,"{'a': 0.7, 'e': 0.22313016014842982}",25,10,8.352008255881337,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
